Disperse (c)Imperial College NDT Lab																	
1 mm Titanium Free Plate
S0		A0		S1		S2		S3		S4		S5		S6		A1		A2		A3		A4		A5		A6	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
7.33104	3.00222	7.39653	2.99134	9.12085	3.74282	11.269	4.63	13.4914	5.51922	14.8635	6.09588	15.5157	6.37236			8.27839	3.3992	10.1404	4.16918	12.4298	5.08573	14.3598	5.90027	15.6911	6.42732		
7.37165	3.00203	7.43784	2.99149	9.1568	3.7366	11.3002	4.61686	13.5293	5.50392	14.9334	6.09038	15.5679	6.35805			8.31872	3.39667	10.1731	4.15923	12.4622	5.07059	14.4063	5.88627	15.7495	6.41527		
7.41226	3.00184	7.47915	2.99164	9.19284	3.73047	11.3314	4.60387	13.5669	5.48864	15.0027	6.0847	15.6208	6.3442			8.3591	3.3942	10.2058	4.14941	12.4944	5.05557	14.4523	5.87226	15.8078	6.40337		
7.45289	3.00166	7.52044	2.99179	9.22894	3.72445	11.3626	4.59103	13.6041	5.4734	15.0714	6.07881	15.6745	6.33081			8.39953	3.39177	10.2386	4.13972	12.5266	5.04067	14.498	5.85825	15.8662	6.3916		
7.49353	3.00149	7.56173	2.99193	9.26513	3.71852	11.3938	4.57834	13.6409	5.45819	15.1393	6.0727	15.7289	6.31791			8.44002	3.38939	10.2715	4.13017	12.5586	5.02589	14.5432	5.84423	15.9246	6.37995		
7.53417	3.00132	7.60301	2.99206	9.30139	3.71268	11.4251	4.56579	13.6775	5.44302	15.2065	6.06634	15.7843	6.3055			8.48056	3.38706	10.3045	4.12075	12.5906	5.01123	14.5881	5.8302	15.983	6.36842		
7.57483	3.00116	7.64429	2.9922	9.33772	3.70694	11.4563	4.55338	13.7138	5.42789	15.2727	6.0597	15.8406	6.29358			8.52116	3.38478	10.3375	4.11145	12.6224	4.9967	14.6326	5.81616	16.0413	6.35699		
7.61549	3.001	7.68556	2.99232	9.37412	3.70129	11.4876	4.54112	13.7497	5.41282	15.3381	6.05276	15.8979	6.28219			8.5618	3.38254	10.3706	4.10229	12.6542	4.98229	14.6766	5.80211	16.0995	6.34566		
7.65617	3.00085	7.72682	2.99245	9.4106	3.69572	11.5189	4.529	13.7854	5.39779	15.4024	6.04551	15.9562	6.27131			8.60249	3.38034	10.4037	4.09325	12.6859	4.968	14.7203	5.78806	16.1577	6.33442		
7.69685	3.0007	7.76808	2.99257	9.44715	3.69025	11.5503	4.51703	13.8209	5.38283	15.4657	6.03793	16.0155	6.26095			8.64323	3.37819	10.4369	4.08433	12.7175	4.95384	14.7635	5.774				
7.73754	3.00056	7.80933	2.99268	9.48377	3.68486	11.5816	4.50518	13.856	5.36792	15.5279	6.03	16.0759	6.25112			8.68402	3.37608	10.4702	4.07553	12.749	4.9398	14.8064	5.75994				
7.77824	3.00042	7.85057	2.9928	9.52046	3.67955	11.613	4.49348	13.891	5.35307	15.589	6.02172	16.1373	6.24182			8.72486	3.37401	10.5036	4.06686	12.7805	4.92589	14.8488	5.74587				
7.81895	3.00029	7.89181	2.9929	9.55722	3.67433	11.6445	4.48191	13.9256	5.33829	15.6489	6.0131	16.1999	6.23303			8.76575	3.37198	10.537	4.0583	12.812	4.91209	14.8909	5.73179				
7.85967	3.00016	7.93304	2.99301	9.59405	3.66919	11.6759	4.47047	13.9601	5.32358	15.7077	6.00412					8.80668	3.36998	10.5705	4.04985	12.8433	4.89843	14.9325	5.71772				
7.90039	3.00004	7.97427	2.99311	9.63094	3.66412	11.7074	4.45917	13.9944	5.30894	15.7654	5.99481					8.84765	3.36803	10.604	4.04152	12.8747	4.88489	14.9738	5.70364				
7.94112	2.99992	8.01549	2.99321	9.66791	3.65914	11.7389	4.448	14.0284	5.29437	15.8219	5.98516					8.88867	3.36611	10.6377	4.0333	12.906	4.87147	15.0147	5.68957				
7.98186	2.9998	8.0567	2.99331	9.70494	3.65423	11.7705	4.43696	14.0622	5.27988	15.8773	5.9752					8.92974	3.36423	10.6713	4.02519	12.9372	4.85817	15.0552	5.6755				
8.0226	2.99969	8.09791	2.9934	9.74204	3.6494	11.8021	4.42604	14.0959	5.26547	15.9317	5.96495					8.97084	3.36238	10.7051	4.01719	12.9684	4.845	15.0954	5.66144				
8.06336	2.99958	8.13912	2.9935	9.77921	3.64464	11.8337	4.41525	14.1294	5.25114	15.985	5.95442					9.01199	3.36057	10.7389	4.0093	12.9996	4.83195	15.1352	5.64739				
8.10411	2.99948	8.18031	2.99358	9.81644	3.63995	11.8654	4.40459	14.1627	5.23688	16.0374	5.94363					9.05318	3.3588	10.7728	4.00151	13.0308	4.81902	15.1747	5.63335				
8.14488	2.99938	8.22151	2.99367	9.85373	3.63534	11.8972	4.39405	14.1958	5.22272	16.0888	5.93261					9.09442	3.35705	10.8068	3.99383	13.0619	4.80621	15.2138	5.61932				
8.18565	2.99928	8.2627	2.99375	9.89109	3.63079	11.9289	4.38363	14.2288	5.20864	16.1394	5.92137					9.13569	3.35534	10.8408	3.98624	13.093	4.79353	15.2525	5.60531				
8.22643	2.99918	8.30388	2.99383	9.92851	3.62632	11.9607	4.37333	14.2617	5.19464	16.1891	5.90994					9.177	3.35366	10.8749	3.97876	13.1241	4.78096	15.291	5.59132				
8.26721	2.99909	8.34506	2.99391	9.966	3.62191	11.9926	4.36315	14.2944	5.18074							9.21835	3.35201	10.909	3.97137	13.1552	4.76852	15.3291	5.57735				
8.308	2.999	8.38624	2.99398	10.0035	3.61756	12.0245	4.35309	14.327	5.16692							9.25974	3.35039	10.9433	3.96409	13.1863	4.75619	15.3669	5.5634				
8.3488	2.99892	8.42741	2.99406	10.0412	3.61329	12.0565	4.34314	14.3594	5.15319							9.30116	3.3488	10.9775	3.9569	13.2173	4.74399	15.4043	5.54949				
8.3896	2.99884	8.46858	2.99413	10.0788	3.60907	12.0885	4.33331	14.3917	5.13956							9.34263	3.34724	11.0119	3.9498	13.2484	4.7319	15.4415	5.5356				
8.4304	2.99876	8.50974	2.9942	10.1165	3.60492	12.1205	4.32359	14.424	5.12602							9.38412	3.34571	11.0463	3.94279	13.2794	4.71992	15.4784	5.52174				
8.47121	2.99868	8.5509	2.99426	10.1543	3.60083	12.1526	4.31398	14.4561	5.11257							9.42566	3.3442	11.0808	3.93588	13.3105	4.70806	15.5151	5.50792				
8.51203	2.9986	8.59205	2.99433	10.1922	3.5968	12.1847	4.30449	14.4881	5.09922							9.46723	3.34272	11.1153	3.92905	13.3416	4.69632	15.5514	5.49414				
8.55285	2.99853	8.6332	2.99439	10.2301	3.59283	12.2169	4.2951	14.52	5.08596							9.50883	3.34127	11.15	3.92232	13.3726	4.6847	15.5875	5.48039				
8.59368	2.99846	8.67435	2.99445	10.2681	3.58891	12.2492	4.28582	14.5518	5.0728							9.55047	3.33984	11.1846	3.91567	13.4037	4.67318	15.6233	5.46669				
8.63451	2.99839	8.71549	2.99451	10.3061	3.58506	12.2815	4.27664	14.5836	5.05973							9.59215	3.33844	11.2194	3.90911	13.4348	4.66178	15.6589	5.45303				
8.67534	2.99833	8.75663	2.99457	10.3441	3.58126	12.3138	4.26758	14.6152	5.04676							9.63385	3.33707	11.2542	3.90263	13.4659	4.65049	15.6942	5.43942				
8.71618	2.99826	8.79777	2.99462	10.3823	3.57751	12.3462	4.25861	14.6468	5.03389							9.67559	3.33572	11.289	3.89623	13.497	4.63931	15.7293	5.42586				
8.75703	2.9982	8.8389	2.99468	10.4205	3.57382	12.3787	4.24974	14.6784	5.02111							9.71736	3.33439	11.324	3.88992	13.5281	4.62824	15.7642	5.41235				
8.79788	2.99814	8.88003	2.99473	10.4587	3.57018	12.4112	4.24098	14.7098	5.00843							9.75916	3.33308	11.359	3.88369	13.5592	4.61728	15.7989	5.39889				
8.83873	2.99808	8.92116	2.99478	10.497	3.5666	12.4437	4.23232	14.7412	4.99585							9.80099	3.3318	11.394	3.87753	13.5904	4.60643	15.8334	5.38549				
8.87958	2.99803	8.96228	2.99483	10.5354	3.56306	12.4763	4.22375	14.7726	4.98336							9.84285	3.33054	11.4291	3.87146	13.6216	4.59568	15.8676	5.37214				
8.92044	2.99797	9.0034	2.99487	10.5738	3.55958	12.509	4.21528	14.8039	4.97098							9.88475	3.3293	11.4643	3.86546	13.6528	4.58504	15.9017	5.35885				
8.96131	2.99792	9.04451	2.99492	10.6122	3.55615	12.5417	4.20691	14.8351	4.95869							9.92667	3.32808	11.4996	3.85953	13.684	4.57451	15.9356	5.34563				
9.00218	2.99787	9.08563	2.99497	10.6507	3.55276	12.5745	4.19863	14.8663	4.9465							9.96862	3.32689	11.5349	3.85368	13.7152	4.56408	15.9693	5.33246				
9.04305	2.99782	9.12674	2.99501	10.6893	3.54942	12.6073	4.19045	14.8975	4.9344							10.0106	3.32571	11.5702	3.84791	13.7465	4.55375	16.0029	5.31936				
9.08392	2.99777	9.16784	2.99505	10.7279	3.54613	12.6402	4.18235	14.9286	4.92241							10.0526	3.32455	11.6056	3.8422	13.7778	4.54353	16.0362	5.30632				
9.1248	2.99773	9.20895	2.99509	10.7666	3.54289	12.6731	4.17435	14.9597	4.91051							10.0946	3.32342	11.6411	3.83657	13.8091	4.5334	16.0695	5.29335				
9.16568	2.99768	9.25005	2.99513	10.8053	3.53969	12.7061	4.16644	14.9908	4.8987							10.1367	3.3223	11.6767	3.83101	13.8405	4.52338	16.1025	5.28045				
9.20656	2.99764	9.29115	2.99517	10.844	3.53653	12.7391	4.15861	15.0218	4.88699							10.1788	3.3212	11.7123	3.82552	13.8719	4.51345	16.1355	5.26761				
9.24745	2.9976	9.33224	2.9952	10.8828	3.53342	12.7722	4.15087	15.0529	4.87538							10.2209	3.32012	11.7479	3.82009	13.9033	4.50363	16.1683	5.25485				
9.28834	2.99756	9.37334	2.99524	10.9217	3.53036	12.8054	4.14322	15.0839	4.86387							10.263	3.31905	11.7836	3.81473	13.9348	4.4939						
9.32924	2.99752	9.41443	2.99527	10.9606	3.52733	12.8386	4.13566	15.1148	4.85245							10.3052	3.31801	11.8194	3.80944	13.9662	4.48426						
9.37013	2.99748	9.45552	2.99531	10.9996	3.52435	12.8718	4.12817	15.1458	4.84112							10.3474	3.31698	11.8553	3.80422	13.9978	4.47472						
9.41103	2.99745	9.4966	2.99534	11.0386	3.52141	12.9051	4.12077	15.1767	4.82989							10.3896	3.31597	11.8911	3.79905	14.0293	4.46528						
9.45193	2.99741	9.53768	2.99537	11.0776	3.5185	12.9385	4.11346	15.2077	4.81875							10.4319	3.31497	11.9271	3.79395	14.0609	4.45593						
9.49284	2.99738	9.57877	2.9954	11.1167	3.51564	12.9719	4.10622	15.2386	4.80771							10.4741	3.31399	11.9631	3.78892	14.0925	4.44667						
9.53374	2.99734	9.61985	2.99543	11.1558	3.51282	13.0054	4.09906	15.2695	4.79676							10.5164	3.31303	11.9992	3.78394	14.1242	4.4375						
9.57465	2.99731	9.66092	2.99546	11.195	3.51003	13.0389	4.09198	15.3005	4.7859							10.5587	3.31208	12.0353	3.77902	14.1559	4.42843						
9.61556	2.99728	9.702	2.99549	11.2342	3.50729	13.0725	4.08498	15.3314	4.77514							10.6011	3.31115	12.0714	3.77417	14.1876	4.41944						
9.65648	2.99725	9.74307	2.99551	11.2735	3.50457	13.1061	4.07806	15.3623	4.76446							10.6434	3.31023	12.1077	3.76937	14.2194	4.41054						
9.69739	2.99722	9.78414	2.99554	11.3128	3.5019	13.1398	4.07121	15.3932	4.75388							10.6858	3.30933	12.144	3.76463	14.2512	4.40173						
9.73831	2.99719	9.82521	2.99557	11.3522	3.49926	13.1736	4.06443	15.4241	4.74339							10.7282	3.30844	12.1803	3.75994	14.2831	4.393						
9.77923	2.99717	9.86628	2.99559	11.3916	3.49666	13.2074	4.05773	15.4551	4.73298							10.7706	3.30757	12.2167	3.75532	14.315	4.38436						
9.82016	2.99714	9.90734	2.99561	11.431	3.49409	13.2412	4.05111	15.486	4.72267							10.813	3.30671	12.2531	3.75074	14.3469	4.37581						
9.86108	2.99712	9.94841	2.99564	11.4705	3.49155	13.2751	4.04455	15.5169	4.71244							10.8555	3.30586	12.2896	3.74622	14.3789	4.36734						
9.90201	2.99709	9.98947	2.99566	11.51	3.48905	13.3091	4.03806	15.5479	4.7023							10.898	3.30503	12.3262	3.74176	14.4109	4.35895						
9.94294	2.99707	10.0305	2.99568	11.5496	3.48659	13.3431	4.03165	15.5789	4.69225							10.9405	3.30421	12.3628	3.73735	14.443	4.35064						
9.98387	2.99704	10.0716	2.9957	11.5892	3.48415	13.3772	4.0253	15.6099	4.68229							10.983	3.3034	12.3994	3.73299	14.4751	4.34242						
10.0248	2.99702	10.1126	2.99572	11.6288	3.48175	13.4113	4.01902	15.6408	4.67241							11.0256	3.3026	12.4361	3.72868	14.5073	4.33427						
10.0657	2.997	10.1537	2.99574	11.6685	3.47937	13.4455	4.01281	15.6719	4.66262							11.0681	3.30182	12.4729	3.72442	14.5395	4.32621						
10.1067	2.99698	10.1948	2.99576	11.7082	3.47703	13.4797	4.00667	15.7029	4.65291							11.1107	3.30105	12.5097	3.72021	14.5717	4.31822						
10.1476	2.99696	10.2358	2.99578	11.748	3.47472	13.514	4.00059	15.7339	4.64328							11.1533	3.30029	12.5466	3.71605	14.604	4.31031						
10.1885	2.99694	10.2769	2.99579	11.7878	3.47244	13.5484	3.99457	15.765	4.63374							11.1959	3.29954	12.5835	3.71194	14.6363	4.30248						
10.2295	2.99692	10.3179	2.99581	11.8276	3.47019	13.5827	3.98862	15.7961	4.62428							11.2386	3.2988	12.6204	3.70788	14.6687	4.29472						
10.2704	2.9969	10.359	2.99583	11.8675	3.46796	13.6172	3.98273	15.8272	4.6149							11.2812	3.29808	12.6574	3.70386	14.7011	4.28704						
10.3114	2.99688	10.4	2.99584	11.9074	3.46577	13.6517	3.97691	15.8583	4.60561							11.3239	3.29736	12.6945	3.69989	14.7336	4.27943						
10.3523	2.99687	10.441	2.99586	11.9473	3.4636	13.6862	3.97114	15.8895	4.59639							11.3666	3.29666	12.7316	3.69597	14.7661	4.27189						
10.3933	2.99685	10.4821	2.99588	11.9873	3.46146	13.7208	3.96544	15.9207	4.58725							11.4093	3.29596	12.7688	3.69209	14.7986	4.26443						
10.4342	2.99683	10.5231	2.99589	12.0273	3.45935	13.7555	3.95979	15.9519	4.5782							11.452	3.29528	12.806	3.68825	14.8312	4.25704						
10.4752	2.99682	10.5642	2.9959	12.0674	3.45727	13.7902	3.95421	15.9831	4.56922							11.4947	3.29461	12.8432	3.68446	14.8639	4.24972						
10.5161	2.9968	10.6052	2.99592	12.1075	3.45521	13.8249	3.94868	16.0144	4.56031							11.5375	3.29394	12.8805	3.68071	14.8966	4.24247						
10.5571	2.99679	10.6463	2.99593	12.1476	3.45317	13.8597	3.94321	16.0457	4.55149							11.5803	3.29329	12.9179	3.67701	14.9293	4.23529						
10.598	2.99677	10.6873	2.99594	12.1878	3.45117	13.8946	3.9378	16.077	4.54274							11.623	3.29265	12.9552	3.67335	14.9621	4.22818						
10.639	2.99676	10.7283	2.99596	12.228	3.44918	13.9295	3.93244	16.1083	4.53407							11.6658	3.29201	12.9927	3.66972	14.9949	4.22114						
10.6799	2.99675	10.7694	2.99597	12.2682	3.44723	13.9645	3.92714	16.1397	4.52547							11.7087	3.29139	13.0302	3.66614	15.0278	4.21416						
10.7209	2.99673	10.8104	2.99598	12.3084	3.44529	13.9995	3.9219	16.1711	4.51695							11.7515	3.29077	13.0677	3.6626	15.0607	4.20725						
10.7619	2.99672	10.8514	2.99599	12.3487	3.44338	14.0345	3.91671									11.7943	3.29016	13.1053	3.6591	15.0937	4.2004						
10.8028	2.99671	10.8925	2.996	12.3891	3.4415	14.0696	3.91157									11.8372	3.28956	13.1429	3.65564	15.1267	4.19362						
10.8438	2.9967	10.9335	2.99601	12.4294	3.43963	14.1048	3.90648									11.8801	3.28897	13.1805	3.65221	15.1598	4.18691						
10.8847	2.99669	10.9745	2.99602	12.4698	3.43779	14.14	3.90145									11.923	3.28839	13.2182	3.64883	15.1929	4.18025						
10.9257	2.99668	11.0156	2.99603	12.5102	3.43598	14.1752	3.89646									11.9659	3.28781	13.256	3.64548	15.226	4.17366						
10.9667	2.99667	11.0566	2.99604	12.5507	3.43418	14.2105	3.89153									12.0088	3.28725	13.2938	3.64217	15.2592	4.16714						
11.0076	2.99666	11.0976	2.99605	12.5912	3.43241	14.2459	3.88665									12.0517	3.28669	13.3316	3.63889	15.2925	4.16067						
11.0486	2.99665	11.1386	2.99606	12.6317	3.43065	14.2813	3.88182									12.0947	3.28614	13.3695	3.63565	15.3258	4.15426						
11.0896	2.99664	11.1797	2.99607	12.6722	3.42892	14.3168	3.87703									12.1376	3.2856	13.4074	3.63245	15.3591	4.14792						
11.1305	2.99663	11.2207	2.99608	12.7128	3.42721	14.3522	3.8723									12.1806	3.28506	13.4454	3.62928	15.3925	4.14163						
11.1715	2.99662	11.2617	2.99609	12.7534	3.42552	14.3878	3.86761									12.2236	3.28454	13.4834	3.62615	15.4259	4.1354						
11.2125	2.99661	11.3027	2.9961	12.794	3.42385	14.4234	3.86297									12.2666	3.28402	13.5214	3.62305	15.4594	4.12923						
11.2534	2.9966	11.3438	2.9961	12.8347	3.42221	14.459	3.85838									12.3096	3.2835	13.5595	3.61998	15.493	4.12312						
11.2944	2.99659	11.3848	2.99611	12.8754	3.42058	14.4947	3.85383									12.3526	3.283	13.5976	3.61695	15.5265	4.11706						
11.3354	2.99658	11.4258	2.99612	12.9161	3.41897	14.5304	3.84932									12.3957	3.2825	13.6358	3.61395	15.5601	4.11106						
11.3763	2.99658	11.4668	2.99613	12.9568	3.41737	14.5662	3.84487									12.4387	3.282	13.674	3.61098	15.5938	4.10511						
11.4173	2.99657	11.5079	2.99613	12.9976	3.4158	14.602	3.84045									12.4818	3.28152	13.7123	3.60804	15.6275	4.09922						
11.4583	2.99656	11.5489	2.99614	13.0384	3.41425	14.6379	3.83608									12.5248	3.28104	13.7506	3.60514	15.6613	4.09339						
11.4993	2.99655	11.5899	2.99615	13.0792	3.41271	14.6738	3.83176									12.5679	3.28057	13.7889	3.60226	15.6951	4.0876						
11.5402	2.99655	11.6309	2.99615	13.1201	3.41119	14.7098	3.82747									12.611	3.2801	13.8273	3.59942	15.7289	4.08187						
11.5812	2.99654	11.6719	2.99616	13.161	3.40969	14.7458	3.82323									12.6541	3.27964	13.8657	3.59661	15.7628	4.0762						
11.6222	2.99654	11.713	2.99616	13.2019	3.40821	14.7819	3.81903									12.6972	3.27919	13.9041	3.59382	15.7968	4.07057						
11.6632	2.99653	11.754	2.99617	13.2428	3.40674	14.8179	3.81487									12.7404	3.27874	13.9426	3.59107	15.8308	4.06499						
11.7041	2.99652	11.795	2.99617	13.2838	3.40529	14.8541	3.81075									12.7835	3.2783	13.9811	3.58834	15.8648	4.05947						
11.7451	2.99652	11.836	2.99618	13.3248	3.40386	14.8903	3.80667									12.8266	3.27786	14.0196	3.58565	15.8989	4.054						
11.7861	2.99651	11.877	2.99619	13.3658	3.40245	14.9265	3.80263									12.8698	3.27743	14.0582	3.58298	15.933	4.04857						
11.8271	2.99651	11.918	2.99619	13.4068	3.40105	14.9628	3.79863									12.913	3.277	14.0969	3.58034	15.9671	4.0432						
11.8681	2.9965	11.959	2.99619	13.4479	3.39966	14.9991	3.79467									12.9561	3.27658	14.1355	3.57772	16.0014	4.03787						
11.909	2.9965	12.0001	2.9962	13.489	3.3983	15.0355	3.79074									12.9993	3.27617	14.1742	3.57514	16.0356	4.03259						
11.95	2.99649	12.0411	2.9962	13.5301	3.39694	15.0719	3.78686									13.0425	3.27576	14.213	3.57258	16.0699	4.02736						
11.991	2.99649	12.0821	2.99621	13.5712	3.39561	15.1083	3.78301									13.0857	3.27536	14.2517	3.57005	16.1043	4.02217						
12.032	2.99648	12.1231	2.99621	13.6124	3.39429	15.1448	3.7792									13.129	3.27496	14.2905	3.56754	16.1387	4.01704						
12.073	2.99648	12.1641	2.99622	13.6536	3.39298	15.1813	3.77542									13.1722	3.27456	14.3294	3.56506	16.1731	4.01194						
12.1139	2.99647	12.2051	2.99622	13.6948	3.39169	15.2179	3.77168									13.2154	3.27418	14.3683	3.5626								
12.1549	2.99647	12.2461	2.99622	13.736	3.39041	15.2545	3.76798									13.2587	3.27379	14.4072	3.56017								
12.1959	2.99647	12.2872	2.99623	13.7773	3.38914	15.2911	3.76431									13.3019	3.27341	14.4461	3.55777								
12.2369	2.99646	12.3282	2.99623	13.8185	3.38789	15.3278	3.76068									13.3452	3.27304	14.4851	3.55539								
12.2779	2.99646	12.3692	2.99624	13.8598	3.38666	15.3646	3.75708									13.3885	3.27267	14.5241	3.55303								
12.3189	2.99645	12.4102	2.99624	13.9011	3.38544	15.4014	3.75351									13.4317	3.27231	14.5632	3.5507								
12.3598	2.99645	12.4512	2.99624	13.9425	3.38423	15.4382	3.74998									13.475	3.27194	14.6022	3.54839								
12.4008	2.99645	12.4922	2.99624	13.9839	3.38303	15.475	3.74648									13.5183	3.27159	14.6413	3.5461								
12.4418	2.99644	12.5332	2.99625	14.0252	3.38185	15.5119	3.74302									13.5616	3.27124	14.6805	3.54384								
12.4828	2.99644	12.5742	2.99625	14.0666	3.38068	15.5489	3.73958									13.6049	3.27089	14.7197	3.5416								
12.5238	2.99644	12.6152	2.99625	14.1081	3.37952	15.5858	3.73618									13.6483	3.27055	14.7589	3.53938								
12.5648	2.99643	12.6562	2.99626	14.1495	3.37838	15.6229	3.73281									13.6916	3.27021	14.7981	3.53718								
12.6058	2.99643	12.6972	2.99626	14.191	3.37725	15.6599	3.72947									13.7349	3.26987	14.8374	3.53501								
12.6467	2.99643	12.7383	2.99626	14.2325	3.37613	15.697	3.72616									13.7783	3.26954	14.8767	3.53286								
12.6877	2.99643	12.7793	2.99626	14.274	3.37502	15.7341	3.72289									13.8216	3.26922	14.916	3.53073								
12.7287	2.99642	12.8203	2.99627	14.3155	3.37393	15.7713	3.71964									13.865	3.2689	14.9554	3.52862								
12.7697	2.99642	12.8613	2.99627	14.3571	3.37284	15.8085	3.71642									13.9084	3.26858	14.9948	3.52653								
12.8107	2.99642	12.9023	2.99627	14.3986	3.37177	15.8458	3.71323									13.9518	3.26826	15.0342	3.52446								
12.8517	2.99642	12.9433	2.99627	14.4402	3.37071	15.883	3.71007									13.9951	3.26795	15.0737	3.52241								
12.8927	2.99641	12.9843	2.99628	14.4818	3.36966	15.9204	3.70694									14.0385	3.26764	15.1132	3.52038								
12.9337	2.99641	13.0253	2.99628	14.5235	3.36862	15.9577	3.70384									14.0819	3.26734	15.1527	3.51837								
12.9746	2.99641	13.0663	2.99628	14.5651	3.36759	15.9951	3.70077									14.1253	3.26704	15.1922	3.51638								
13.0156	2.99641	13.1073	2.99628	14.6068	3.36658	16.0325	3.69772									14.1688	3.26674	15.2318	3.51441								
13.0566	2.9964	13.1483	2.99628	14.6485	3.36557	16.07	3.6947									14.2122	3.26645	15.2714	3.51246								
13.0976	2.9964	13.1893	2.99629	14.6902	3.36457	16.1075	3.69171									14.2556	3.26616	15.311	3.51053								
13.1386	2.9964	13.2303	2.99629	14.7319	3.36359	16.145	3.68875									14.299	3.26587	15.3507	3.50861								
13.1796	2.9964	13.2713	2.99629	14.7736	3.36261	16.1826	3.68581									14.3425	3.26559	15.3904	3.50672								
13.2206	2.9964	13.3123	2.99629	14.8154	3.36165											14.3859	3.26531	15.4301	3.50484								
13.2616	2.9964	13.3533	2.99629	14.8572	3.3607											14.4294	3.26503	15.4698	3.50298								
13.3026	2.99639	13.3943	2.99629	14.899	3.35975											14.4728	3.26476	15.5096	3.50114								
13.3436	2.99639	13.4353	2.9963	14.9408	3.35882											14.5163	3.26449	15.5494	3.49931								
13.3846	2.99639	13.4763	2.9963	14.9826	3.35789											14.5598	3.26422	15.5892	3.49751								
13.4255	2.99639	13.5174	2.9963	15.0244	3.35697											14.6033	3.26396	15.6291	3.49572								
13.4665	2.99639	13.5584	2.9963	15.0663	3.35607											14.6468	3.2637	15.6689	3.49394								
13.5075	2.99639	13.5994	2.9963	15.1082	3.35517											14.6902	3.26344	15.7088	3.49219								
13.5485	2.99638	13.6404	2.9963	15.1501	3.35428											14.7337	3.26318	15.7488	3.49045								
13.5895	2.99638	13.6814	2.9963	15.192	3.3534											14.7773	3.26293	15.7887	3.48872								
13.6305	2.99638	13.7224	2.99631	15.2339	3.35253											14.8208	3.26268	15.8287	3.48701								
13.6715	2.99638	13.7634	2.99631	15.2759	3.35167											14.8643	3.26243	15.8687	3.48532								
13.7125	2.99638	13.8044	2.99631	15.3178	3.35082											14.9078	3.26219	15.9088	3.48365								
13.7535	2.99638	13.8454	2.99631	15.3598	3.34997											14.9513	3.26195	15.9488	3.48199								
13.7945	2.99638	13.8864	2.99631	15.4018	3.34914											14.9949	3.26171	15.9889	3.48034								
13.8355	2.99638	13.9274	2.99631	15.4438	3.34831											15.0384	3.26147	16.029	3.47871								
13.8765	2.99638	13.9684	2.99631	15.4858	3.34749											15.0819	3.26124	16.0692	3.4771								
13.9175	2.99637	14.0094	2.99631	15.5278	3.34668											15.1255	3.26101	16.1093	3.4755								
13.9584	2.99637	14.0504	2.99631	15.5699	3.34587											15.169	3.26078	16.1495	3.47391								
13.9994	2.99637	14.0914	2.99631	15.612	3.34508											15.2126	3.26055	16.1897	3.47234								
14.0404	2.99637	14.1324	2.99632	15.654	3.34429											15.2562	3.26033										
14.0814	2.99637	14.1734	2.99632	15.6961	3.34351											15.2997	3.26011										
14.1224	2.99637	14.2144	2.99632	15.7383	3.34274											15.3433	3.25989										
14.1634	2.99637	14.2554	2.99632	15.7804	3.34197											15.3869	3.25967										
14.2044	2.99637	14.2964	2.99632	15.8225	3.34121											15.4305	3.25946										
14.2454	2.99637	14.3374	2.99632	15.8647	3.34046											15.4741	3.25924										
14.2864	2.99637	14.3784	2.99632	15.9068	3.33972											15.5177	3.25903										
14.3274	2.99637	14.4194	2.99632	15.949	3.33899											15.5613	3.25883										
14.3684	2.99636	14.4604	2.99632	15.9912	3.33826											15.6049	3.25862										
14.4094	2.99636	14.5014	2.99632	16.0334	3.33754											15.6485	3.25842										
14.4504	2.99636	14.5424	2.99632	16.0757	3.33682											15.6921	3.25822										
14.4914	2.99636	14.5834	2.99632	16.1179	3.33611											15.7357	3.25802										
14.5324	2.99636	14.6244	2.99632	16.1601	3.33541											15.7793	3.25782										
14.5734	2.99636	14.6654	2.99632													15.823	3.25763										
14.6144	2.99636	14.7064	2.99632													15.8666	3.25743										
14.6554	2.99636	14.7474	2.99633													15.9102	3.25724										
14.6963	2.99636	14.7884	2.99633													15.9539	3.25705										
14.7373	2.99636	14.8294	2.99633													15.9975	3.25687										
14.7783	2.99636	14.8704	2.99633													16.0412	3.25668										
14.8193	2.99636	14.9114	2.99633													16.0848	3.2565										
14.8603	2.99636	14.9524	2.99633													16.1285	3.25632										
14.9013	2.99636	14.9934	2.99633													16.1722	3.25614										
14.9423	2.99636	15.0344	2.99633																								
14.9833	2.99636	15.0754	2.99633																								
15.0243	2.99636	15.1164	2.99633																								
15.0653	2.99636	15.1574	2.99633																								
15.1063	2.99635	15.1984	2.99633																								
15.1473	2.99635	15.2394	2.99633																								
15.1883	2.99635	15.2804	2.99633																								
15.2293	2.99635	15.3214	2.99633																								
15.2703	2.99635	15.3624	2.99633																								
15.3113	2.99635	15.4034	2.99633																								
